sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.9456;7.2784;3.4093;65.7273;-0.2;-37.1;12.5;199.07;-54.38;49.17;61.998;19.519567;-96.91562;4341.56;1.84;25.806452;15 / 15;85.3;25.0;3.672;221622;2014-11-09 13:43:09:594
-4.0223;7.5848;4.1755;74.4545;-3.0;-36.5;14.4;187.58;-55.65;29.19;62.172;19.519567;-96.91562;4341.56;1.84;25.806452;15 / 15;85.3;25.0;3.672;222122;2014-11-09 13:43:10:094
-4.2904;6.2824;3.8307;69.5455;-6.1;-36.5;-12.1;149.2;-47.53;48.24;66.256;19.519567;-96.91562;4341.56;1.84;25.806452;15 / 15;85.3;25.0;3.672;222622;2014-11-09 13:43:10:594
-5.7078;7.2401;3.6392;120.6818;-7.2;-35.1;-11.1;151.32;-46.81;56.79;63.808;19.519567;-96.91562;4341.56;1.84;25.806452;15 / 15;85.3;25.0;3.672;223123;2014-11-09 13:43:11:095
-6.0525;6.8187;3.6775;121.0227;-7.4;-36.3;-5.2;164.77;-44.05;61.26;62.295;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;223623;2014-11-09 13:43:11:595
-6.8187;6.4356;2.1452;118.2955;-6.7;-35.0;-16.1;147.42;-41.19;70.88;61.349;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;224123;2014-11-09 13:43:12:095
-5.6695;7.0868;2.1835;304.1667;-2.2;-28.1;-23.0;124.1;-45.71;69.16;61.142;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;224623;2014-11-09 13:43:12:595
-6.8187;7.6998;3.1029;335.7143;-3.7;-26.2;-24.0;117.81;-48.57;65.2;60.521;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;225123;2014-11-09 13:43:13:095
-1.5323;8.734;3.371;121.0227;-5.5;-18.2;-30.4;56.79;-63.33;30.44;59.954;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;225623;2014-11-09 13:43:13:595
0.7278;8.0828;4.3287;129.8864;-4.3;-15.8;-32.3;357.63;-65.36;-8.79;60.556;19.519562;-96.91561;4342.26;0.0;19.35484;16 / 16;85.3;25.0;3.672;226123;2014-11-09 13:43:14:095
2.0686;9.0788;3.0646;135.6818;3.3;-15.4;-32.1;320.33;-65.01;-24.07;63.558;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;226623;2014-11-09 13:43:14:595
0.6129;9.3853;2.6815;121.3636;10.6;-19.6;-26.4;344.78;-75.96;10.74;62.882;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;227123;2014-11-09 13:43:15:095
0.1915;8.734;3.3327;139.0909;1.5;-17.2;-30.7;350.57;-69.08;-3.29;60.856;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;227623;2014-11-09 13:43:15:595
0.5746;8.849;3.0646;131.9318;0.3;-16.8;-31.2;354.69;-68.77;-3.9;60.602;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;228124;2014-11-09 13:43:16:096
-0.498;9.0022;3.7924;286.9048;3.6;-15.3;-31.9;0.48;-66.98;7.48;60.422;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;228624;2014-11-09 13:43:16:596
-3.0263;6.7038;6.0525;477.9762;12.9;1.5;-32.5;1.68;-48.79;23.44;59.759;19.51956;-96.9156;4342.48;1.32;19.35484;16 / 16;85.3;25.0;3.672;229124;2014-11-09 13:43:17:096
-2.0686;7.2784;4.9033;345.2381;9.7;-5.3;-33.1;8.31;-53.83;22.87;64.36;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;229624;2014-11-09 13:43:17:596
-1.992;7.6231;4.9799;288.0953;10.4;-6.2;-33.3;6.98;-54.85;21.88;60.562;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;230125;2014-11-09 13:43:18:097
-2.1452;7.8147;4.9033;131.25;10.2;-6.1;-33.5;9.29;-55.59;23.63;64.173;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;230625;2014-11-09 13:43:18:597
-1.8771;7.9296;4.7118;291.0714;10.0;-6.5;-33.5;8.49;-56.53;23.14;59.873;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;231126;2014-11-09 13:43:19:098
-1.8387;7.853;4.9033;450.5953;8.6;-7.3;-33.5;7.36;-56.3;20.56;59.932;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;231626;2014-11-09 13:43:19:598
-1.9154;8.0062;4.7501;452.381;7.6;-7.5;-33.7;11.72;-57.33;21.88;60.644;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;232126;2014-11-09 13:43:20:098
-2.4134;8.0062;5.0182;465.4762;11.4;-7.9;-33.3;10.47;-55.18;25.68;66.707;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;232626;2014-11-09 13:43:20:598
-0.4597;7.8147;4.5203;482.1429;15.9;-10.2;-28.8;330.74;-61.5;6.82;61.382;19.519567;-96.9156;4342.48;0.0;19.35484;16 / 16;85.3;25.0;3.672;233126;2014-11-09 13:43:21:098
-2.0303;8.7724;5.0566;493.4524;23.7;-12.2;-19.6;319.27;-62.53;19.78;60.49;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;233626;2014-11-09 13:43:21:598
-3.3327;8.0445;4.5203;735.7143;29.3;-15.2;-6.5;292.49;-55.34;33.25;60.741;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;234126;2014-11-09 13:43:22:098
-6.4356;5.5545;3.2178;1377.381;33.1;-3.6;5.9;302.19;-47.82;55.38;61.657;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;234626;2014-11-09 13:43:22:598
-8.0828;4.0989;3.7541;1436.1904;33.7;-0.8;12.8;292.75;-30.87;62.23;68.922;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;235126;2014-11-09 13:43:23:098
-7.9679;4.3287;2.988;1407.8572;33.9;-0.2;12.1;292.78;-24.45;64.85;66.048;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;235627;2014-11-09 13:43:23:599
-7.9679;4.2521;2.988;1375.4762;33.7;0.9;12.9;299.93;-26.29;71.4;63.185;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;236128;2014-11-09 13:43:24:100
-7.9296;4.1372;3.4093;1426.6666;33.5;1.6;12.7;297.53;-25.29;67.36;64.592;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;236628;2014-11-09 13:43:24:600
-7.9296;4.1755;3.1412;1422.8572;33.7;1.2;12.5;295.65;-25.61;66.73;64.256;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;237128;2014-11-09 13:43:25:100
-7.6231;4.1755;3.2178;1428.8096;33.7;1.2;12.1;297.99;-26.78;67.11;62.922;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;237629;2014-11-09 13:43:25:601
-0.3448;8.9256;2.3367;704.1667;21.7;-25.8;16.4;265.39;-57.63;67.67;66.418;19.51957;-96.9156;4342.53;0.0;25.806452;16 / 16;85.3;25.0;3.672;238129;2014-11-09 13:43:26:101
-0.1532;9.3087;1.9154;635.7143;18.0;-28.7;16.1;223.75;-78.34;4.57;64.677;19.519575;-96.9156;4342.07;0.0;19.35484;16 / 16;85.3;25.0;3.672;238630;2014-11-09 13:43:26:602
-0.2298;9.1554;1.6472;597.619;17.5;-28.7;16.3;226.4;-80.65;5.86;67.101;19.519575;-96.9156;4342.07;0.0;19.35484;16 / 16;85.3;25.0;3.672;239131;2014-11-09 13:43:27:103
-0.1149;9.1937;2.2601;675.0;17.5;-28.9;15.5;221.07;-76.17;2.91;67.628;19.519575;-96.9156;4342.07;0.0;19.35484;16 / 16;85.3;25.0;3.672;239632;2014-11-09 13:43:27:604
-0.0766;8.8873;2.2601;670.2381;17.7;-29.1;14.5;219.86;-76.02;0.0;68.231;19.519575;-96.9156;4342.07;0.0;19.35484;16 / 16;85.3;25.0;3.672;240132;2014-11-09 13:43:28:104
-0.4214;9.2703;3.1795;672.619;18.9;-29.1;10.9;229.33;-70.92;7.55;63.886;19.51958;-96.91559;4342.05;0.0;25.806452;16 / 16;85.3;25.0;3.672;240632;2014-11-09 13:43:28:604
-0.2682;8.849;3.371;452.381;19.5;-29.1;10.6;232.17;-70.33;9.81;63.48;19.51958;-96.91559;4342.05;0.0;25.806452;16 / 16;85.3;25.0;3.672;241132;2014-11-09 13:43:29:104
-0.5746;8.9639;3.1795;407.7381;20.1;-29.1;9.9;233.73;-70.18;10.24;64.942;19.519587;-96.91559;4342.04;0.0;25.806452;16 / 16;85.3;25.0;3.672;241632;2014-11-09 13:43:29:604
-0.498;8.849;3.371;441.6667;20.5;-28.9;9.9;234.58;-69.98;9.57;64.074;19.519587;-96.91559;4342.04;0.0;25.806452;16 / 16;85.3;25.0;3.672;242132;2014-11-09 13:43:30:104
-0.6129;8.849;3.5626;592.2619;20.7;-28.9;9.3;230.46;-68.29;3.77;62.704;19.519592;-96.91558;4342.02;0.0;25.806452;16 / 16;85.3;25.0;3.672;242632;2014-11-09 13:43:30:604
-0.5363;8.734;3.5243;397.6191;20.7;-28.9;8.5;232.75;-67.77;7.43;63.887;19.519592;-96.91558;4342.02;0.0;25.806452;16 / 16;85.3;25.0;3.672;243132;2014-11-09 13:43:31:104
-0.498;8.6574;3.486;457.1429;20.9;-28.9;8.1;235.46;-67.76;9.26;63.6;19.519598;-96.91558;4342.0;0.0;25.806452;16 / 16;85.3;25.0;3.672;243632;2014-11-09 13:43:31:604
-0.6512;8.6957;3.5626;501.1905;20.9;-28.9;7.9;233.93;-66.74;8.21;62.598;19.519598;-96.91558;4342.0;0.0;25.806452;16 / 16;85.3;25.0;3.672;244132;2014-11-09 13:43:32:104
-0.6512;8.734;3.6392;1386.9048;20.9;-28.5;7.7;235.94;-68.01;8.75;62.325;19.519604;-96.91558;4342.0;0.0;25.806452;16 / 16;85.3;25.0;3.672;244633;2014-11-09 13:43:32:605
-0.4597;8.6574;3.486;1381.1904;20.7;-28.5;7.7;233.82;-68.23;5.65;64.513;19.519604;-96.91558;4342.0;0.0;25.806452;16 / 16;85.3;25.0;3.672;245133;2014-11-09 13:43:33:105
-0.498;8.6957;3.6392;1392.619;20.7;-28.5;7.7;233.89;-66.82;7.13;62.459;19.519608;-96.91557;4341.97;0.0;25.806452;16 / 16;85.3;25.0;3.672;245633;2014-11-09 13:43:33:605
-0.5363;8.6574;3.6009;1401.9048;20.9;-28.5;7.7;233.75;-67.15;6.6;62.813;19.519608;-96.91557;4341.97;0.0;25.806452;16 / 16;85.3;25.0;3.672;246134;2014-11-09 13:43:34:106
-0.5363;8.6574;3.6775;1402.1428;20.9;-28.5;7.3;235.66;-66.77;7.63;71.203;19.519613;-96.91557;4341.93;0.0;25.806452;16 / 16;85.3;25.0;3.672;246634;2014-11-09 13:43:34:606
-0.4214;8.2744;3.3327;1394.5238;21.1;-28.5;7.5;233.62;-66.97;6.6;65.792;19.519613;-96.91557;4341.93;0.0;25.806452;16 / 16;85.3;25.0;3.672;247134;2014-11-09 13:43:35:106
0.0766;9.1171;2.9113;719.6429;20.5;-28.5;10.8;226.68;-72.28;-1.51;67.726;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;247636;2014-11-09 13:43:35:608
1.0343;9.1937;3.5626;822.0238;12.6;-30.4;14.7;204.06;-67.47;-4.67;67.812;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;248136;2014-11-09 13:43:36:108
0.9194;8.734;3.4093;712.5;7.8;-32.1;17.5;185.77;-67.99;-15.09;75.199;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;248637;2014-11-09 13:43:36:609
2.7198;8.734;2.3367;636.9048;-4.7;-33.0;18.2;143.63;-69.01;-41.58;68.265;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;249137;2014-11-09 13:43:37:109
1.6855;9.1937;2.873;664.881;-17.8;-30.2;21.1;125.55;-70.08;-30.4;62.805;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;249638;2014-11-09 13:43:37:610
0.7278;8.8873;1.7238;336.9048;-25.8;-27.3;20.5;111.83;-78.47;-25.46;62.481;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;250138;2014-11-09 13:43:38:110
3.6775;7.9296;2.7581;524.4048;-25.2;-26.6;14.8;98.48;-59.9;-53.13;62.129;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;250638;2014-11-09 13:43:38:610
2.6815;9.347;2.8347;670.2381;-23.3;-27.0;15.0;100.96;-66.6;-45.81;62.768;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;251138;2014-11-09 13:43:39:110
2.375;7.7381;2.6815;650.5952;-14.2;-29.0;20.3;126.15;-65.16;-41.53;63.576;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;251638;2014-11-09 13:43:39:610
3.371;7.9679;3.1029;657.7381;-6.5;-32.5;19.8;148.85;-62.22;-33.81;62.1;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;252138;2014-11-09 13:43:40:110
2.5666;9.6917;3.1029;621.4286;-6.6;-33.6;18.6;139.63;-67.53;-43.34;62.289;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;252638;2014-11-09 13:43:40:610
2.6432;8.0828;2.9497;503.5715;-6.3;-33.8;18.6;146.18;-62.32;-40.33;62.714;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;253138;2014-11-09 13:43:41:110
3.5243;7.6614;2.7198;669.0476;-2.3;-33.4;19.4;148.14;-61.06;-49.67;65.82;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;253638;2014-11-09 13:43:41:610
2.7964;9.3853;3.4477;798.2143;-1.3;-34.2;15.6;155.07;-68.18;-39.42;64.245;19.51962;-96.91557;4341.89;0.0;25.806452;16 / 16;85.3;25.0;3.672;254138;2014-11-09 13:43:42:110
2.988;8.3127;2.873;583.9286;-4.6;-34.3;18.6;145.59;-62.73;-44.23;65.278;19.519611;-96.915565;4338.43;1.21;25.806452;16 / 16;85.3;25.0;3.672;254638;2014-11-09 13:43:42:610
3.2561;7.8913;3.2178;641.6667;-4.6;-33.7;18.7;146.14;-64.81;-41.51;65.572;19.519611;-96.915565;4338.43;1.21;25.806452;16 / 16;85.3;25.0;3.672;255139;2014-11-09 13:43:43:111
2.988;8.849;3.2178;738.6905;-6.2;-34.2;17.9;144.4;-65.48;-41.13;71.152;19.519611;-96.915565;4338.43;1.21;25.806452;16 / 16;85.3;25.0;3.672;255639;2014-11-09 13:43:43:611
2.375;7.8913;3.7158;535.119;-10.5;-34.2;18.0;138.24;-57.54;-47.14;76.005;19.519611;-96.915565;4338.43;1.21;25.806452;16 / 16;85.3;25.0;3.672;256139;2014-11-09 13:43:44:111
3.371;9.1554;4.4053;605.3572;-10.5;-32.7;19.7;139.7;-65.29;-35.54;73.915;19.519604;-96.91556;4336.32;1.42;25.806452;16 / 16;85.3;25.0;3.672;256639;2014-11-09 13:43:44:611
3.4477;8.6574;2.6432;595.2381;-12.0;-32.5;20.1;128.73;-57.12;-55.25;71.719;19.519604;-96.91556;4336.32;1.42;25.806452;16 / 16;85.3;25.0;3.672;257139;2014-11-09 13:43:45:111
3.2561;7.853;3.6009;631.5476;-20.8;-29.2;19.3;118.31;-58.28;-42.12;70.841;19.519596;-96.91556;4334.77;1.48;25.806452;16 / 16;85.3;25.0;3.672;257639;2014-11-09 13:43:45:611
1.6089;9.0022;3.1029;548.8095;-18.1;-29.7;19.5;120.43;-68.65;-37.41;70.812;19.519596;-96.91556;4334.77;1.48;25.806452;16 / 16;85.3;25.0;3.672;258139;2014-11-09 13:43:46:111
3.9073;7.6231;3.371;595.2381;-13.9;-30.4;20.8;127.76;-55.9;-49.21;70.177;19.519592;-96.91555;4333.33;0.0;25.806452;16 / 16;85.3;25.0;3.672;258639;2014-11-09 13:43:46:611
3.9456;8.3127;2.1452;591.6667;-21.1;-30.6;20.8;111.64;-60.71;-52.75;65.837;19.519592;-96.91555;4333.33;0.0;25.806452;16 / 16;85.3;25.0;3.672;259139;2014-11-09 13:43:47:111
2.5666;8.1977;3.3327;633.9286;-21.4;-28.6;19.0;118.35;-62.84;-37.6;63.14;19.519592;-96.91554;4333.2;0.0;25.806452;16 / 16;85.3;25.0;3.672;259639;2014-11-09 13:43:47:611
2.0303;9.0022;3.6009;678.5714;-18.5;-29.6;18.1;132.84;-66.19;-21.04;64.97;19.519592;-96.91554;4333.2;0.0;25.806452;16 / 16;85.3;25.0;3.672;260140;2014-11-09 13:43:48:112
4.2138;8.2744;3.0646;657.1428;-15.5;-31.4;19.1;123.0;-57.8;-53.97;70.002;19.519585;-96.91554;4331.95;2.17;25.806452;16 / 16;85.3;25.0;3.672;260640;2014-11-09 13:43:48:612
3.2561;9.0405;3.7924;743.4524;-11.9;-32.4;18.7;139.46;-67.08;-27.84;70.707;19.519585;-96.91554;4331.95;2.17;25.806452;16 / 16;85.3;25.0;3.672;261141;2014-11-09 13:43:49:113
2.6815;9.3087;4.3287;878.5714;-8.5;-33.2;18.6;141.84;-64.96;-38.31;74.91;19.519579;-96.915535;4330.98;1.41;25.806452;16 / 16;85.3;25.0;3.672;261641;2014-11-09 13:43:49:613
1.4557;8.2744;2.2601;793.4524;4.3;-33.8;18.7;161.21;-59.77;-45.0;68.938;19.519579;-96.915535;4330.98;1.41;25.806452;16 / 16;85.3;25.0;3.672;262141;2014-11-09 13:43:50:113
3.1412;8.2361;3.2561;688.6905;0.1;-34.6;20.3;151.98;-73.14;-40.91;68.629;19.519571;-96.91553;4330.12;1.82;25.806452;16 / 16;85.3;25.0;3.672;262642;2014-11-09 13:43:50:614
2.3367;9.1171;2.6432;735.7143;-5.1;-33.6;21.5;142.32;-68.71;-42.99;70.434;19.519571;-96.91553;4330.12;1.82;25.806452;16 / 16;85.3;25.0;3.672;263142;2014-11-09 13:43:51:114
0.6512;7.7764;2.2984;759.5238;2.3;-33.0;18.8;158.23;-66.92;-40.88;67.046;19.519567;-96.91553;4329.04;1.95;25.806452;17 / 17;85.3;25.0;3.672;263642;2014-11-09 13:43:51:614
0.1915;11.6071;3.984;617.2619;2.1;-33.8;20.5;170.79;-70.24;-19.12;64.912;19.519567;-96.91553;4329.04;1.95;25.806452;17 / 17;85.3;25.0;3.672;264143;2014-11-09 13:43:52:115
2.49;9.5385;2.988;636.9048;1.2;-32.8;22.1;164.6;-68.57;-25.38;67.144;19.519567;-96.91553;4329.04;1.95;25.806452;16 / 17;85.3;25.0;3.672;264644;2014-11-09 13:43:52:616
1.8387;9.9599;3.9073;713.6905;0.2;-32.4;21.1;171.84;-72.73;-11.48;65.575;19.519567;-96.91553;4329.04;1.95;25.806452;16 / 17;85.3;25.0;3.672;265144;2014-11-09 13:43:53:116
1.2258;8.4659;2.5666;712.5;-2.5;-32.4;21.9;151.16;-66.01;-38.35;64.34;19.519554;-96.91553;4327.14;2.37;25.806452;16 / 17;85.3;25.0;3.672;265644;2014-11-09 13:43:53:616
1.494;8.5425;2.0303;650.5952;-1.9;-32.2;21.2;158.32;-69.12;-26.57;63.161;19.519554;-96.91553;4327.14;2.37;25.806452;16 / 17;85.3;25.0;3.672;266144;2014-11-09 13:43:54:116
2.988;8.849;2.6049;644.0476;-1.5;-33.0;20.3;147.61;-65.87;-48.92;62.869;19.519554;-96.91553;4327.14;2.37;25.806452;16 / 16;85.3;25.0;3.672;266644;2014-11-09 13:43:54:616
1.0343;9.3087;2.7198;632.1428;-2.8;-33.2;20.5;152.96;-66.37;-33.69;62.697;19.519554;-96.91553;4327.14;2.37;25.806452;16 / 16;85.3;25.0;3.672;267145;2014-11-09 13:43:55:117
2.0303;7.4316;2.873;394.0476;-1.5;-33.8;19.9;156.77;-64.67;-35.25;63.069;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;267645;2014-11-09 13:43:55:617
2.6815;8.8107;3.1412;514.2857;-2.9;-34.8;17.9;153.44;-63.9;-37.34;68.607;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;268146;2014-11-09 13:43:56:118
1.3791;8.3893;2.3367;542.2619;-2.6;-34.6;20.8;153.45;-72.08;-30.55;67.701;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;268646;2014-11-09 13:43:56:618
1.7621;8.1594;2.1452;382.1429;-0.1;-34.2;21.0;159.46;-63.17;-33.54;68.414;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;269146;2014-11-09 13:43:57:118
3.1029;9.2703;3.5243;436.9048;-3.0;-34.4;20.4;150.18;-63.14;-41.36;68.713;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;269646;2014-11-09 13:43:57:618
2.375;8.351;3.2944;505.3572;-6.4;-33.6;20.8;149.37;-62.39;-33.97;67.676;19.519548;-96.91553;4325.77;1.29;19.35484;16 / 16;85.3;25.0;3.672;270147;2014-11-09 13:43:58:119
3.5626;8.1977;3.7924;369.0476;-6.3;-33.4;18.6;147.57;-65.7;-34.56;71.766;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;85.3;25.0;3.672;270647;2014-11-09 13:43:58:619
2.9113;8.734;2.9497;339.2857;-5.7;-34.0;18.4;139.95;-64.47;-49.9;72.97;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;85.3;25.0;3.672;271147;2014-11-09 13:43:59:119
2.988;7.6998;3.9456;355.3572;-6.5;-34.0;18.2;141.82;-57.76;-53.94;73.585;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;85.3;25.0;3.672;271647;2014-11-09 13:43:59:619
1.6855;8.5425;3.3327;314.881;-4.7;-33.8;17.8;147.93;-64.79;-39.01;72.366;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;85.3;25.0;3.672;272147;2014-11-09 13:44:00:119
3.2561;7.1635;3.3327;65.1818;-2.6;-34.6;17.5;153.02;-56.6;-43.21;71.403;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;87.1;24.0;3.651;272648;2014-11-09 13:44:00:620
3.5626;8.9256;3.7924;134.6591;-11.3;-34.8;16.2;136.53;-64.11;-40.54;72.033;19.51954;-96.91553;4323.28;1.48;38.709675;16 / 16;87.1;24.0;3.651;273148;2014-11-09 13:44:01:120
3.5243;7.5082;3.4477;453.5715;-26.1;-26.7;17.8;113.86;-55.33;-37.77;69.569;19.519531;-96.91553;4322.48;1.43;38.709675;17 / 17;87.1;24.0;3.651;273648;2014-11-09 13:44:01:620
3.6775;7.5848;3.5626;443.4524;-31.0;-22.3;15.3;88.62;-56.15;-52.84;71.522;19.519531;-96.91553;4322.48;1.43;38.709675;17 / 17;87.1;24.0;3.651;274148;2014-11-09 13:44:02:120
5.1715;7.6231;3.0646;415.4762;-36.4;-14.2;14.0;71.68;-55.93;-56.19;72.461;19.519526;-96.91553;4321.95;1.55;25.806452;17 / 17;87.1;24.0;3.651;274648;2014-11-09 13:44:02:620
4.6352;7.7381;2.1835;52.6364;-39.4;-10.7;2.9;39.45;-53.57;-67.47;73.059;19.519526;-96.91553;4321.95;1.55;25.806452;17 / 17;87.1;24.0;3.651;275149;2014-11-09 13:44:03:121
4.7118;8.0828;2.1069;45.5455;-39.5;-10.4;0.7;37.4;-58.64;-63.23;73.269;19.51952;-96.91553;4321.95;1.22;51.612904;17 / 17;87.1;24.0;3.651;275649;2014-11-09 13:44:03:621
4.5586;8.0062;2.5283;120.3409;-39.3;-9.8;-8.9;13.95;-57.3;-67.08;73.57;19.51952;-96.91553;4321.95;1.22;51.612904;17 / 17;87.1;24.0;3.651;276149;2014-11-09 13:44:04:121
4.8267;8.2744;2.7198;66.8182;-27.8;-8.0;-25.7;341.38;-56.19;-60.6;72.707;19.519512;-96.91553;4322.27;1.19;38.709675;17 / 17;87.1;24.0;3.651;276649;2014-11-09 13:44:04:621
4.6735;7.5848;1.5706;69.5455;-25.7;-8.9;-27.0;329.87;-57.7;-66.22;71.971;19.519512;-96.91553;4322.27;1.19;38.709675;17 / 17;87.1;24.0;3.651;277149;2014-11-09 13:44:05:121
4.6735;8.1594;1.5706;316.6667;-13.2;-12.0;-33.2;296.17;-58.86;-71.42;71.382;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;277649;2014-11-09 13:44:05:621
4.7884;7.853;3.2944;301.1905;-10.4;-13.3;-33.2;304.82;-57.99;-57.0;73.098;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;278150;2014-11-09 13:44:06:122
3.5626;8.5808;2.5666;136.0227;-18.8;-10.8;-32.9;328.81;-62.9;-54.23;73.246;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;278650;2014-11-09 13:44:06:622
5.0566;7.1635;2.2218;133.2955;-19.8;-11.5;-31.3;319.54;-51.97;-59.25;72.244;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;279150;2014-11-09 13:44:07:122
4.4053;8.8107;2.49;126.1364;-18.5;-10.0;-31.8;316.05;-60.01;-63.43;66.697;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;279650;2014-11-09 13:44:07:622
3.5243;7.4316;3.486;134.6591;-17.7;-10.0;-32.7;330.71;-57.48;-49.76;66.827;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;280150;2014-11-09 13:44:08:122
5.5545;6.5505;2.0303;72.2727;-25.8;-7.6;-29.8;333.98;-52.18;-58.77;68.64;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;280650;2014-11-09 13:44:08:622
2.8347;8.3127;2.6432;128.5227;-29.5;-6.4;-25.9;353.13;-63.09;-53.77;67.255;19.519506;-96.91553;4322.56;1.58;19.35484;17 / 17;87.1;24.0;3.651;281150;2014-11-09 13:44:09:122
3.7924;7.5465;3.7924;119.6591;-15.1;-12.0;-34.1;318.48;-52.72;-50.83;65.227;19.519499;-96.91553;4323.13;1.91;38.709675;17 / 17;87.1;24.0;3.651;281650;2014-11-09 13:44:09:622
